address,SWC_ID,gt_label,conflict_flag,pred_swc_list,pred_label,is_other,pred_source,session_id,model,full_report_available,full_report_chars,full_report_path
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,e92b96af-cb77-43cf-bcf8-9ce8e2e22367,deepseek,1,3309,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x000000e45ffaab3552f1eba4b2799b6803322c12,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,8266c053-eb0f-4e0a-8f71-61cc75fa5585,deepseek,1,3300,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/report.md
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,SWC-101,1,0,SWC-101|SWC-107,1,0,rule_multi,0afdbbca-3b1c-426a-8f59-d7449b09ebb3,deepseek,1,3231,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x000ee2ed96e1d1277a67864dedd42140dcc6b835/report.md
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,ffc22457-3786-4b83-9d57-18d4e1d2d9b6,deepseek,1,2837,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x001fbf99b635bbce9181c6e5c3e2eee0efafc560/report.md
0x0040da8480b899f555ab6904f574e0c54b31386b,SWC-101,1,0,SWC-101|SWC-107,1,0,rule_multi,14137a52-a6c9-41fa-9bd4-f0781d4512ac,deepseek,1,3572,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/report.md
0x004def62c71992615cf22786d0b7efb22850df4a,SWC-101,0,0,,0,1,llm,3271557b-2d02-4f3f-aee5-60c7d1d5813f,deepseek,1,2024,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/report.md
0x005d36beef6cf9844d5cf844dde9507736022ca5,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,a3c4ffe4-6429-4866-8145-909a37b305cc,deepseek,1,2220,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,a8aedd2d-76bd-45f2-b0ea-2d3425424cac,deepseek,1,3185,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,SWC-101,0,0,,0,1,no_signal,bf70f5ba-68bc-4b99-9d8c-6e872dbcf00d,deepseek,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d/report.md
0x011de1ed601467ddbe556357e18683205dee0bda,SWC-101,1,0,SWC-101|SWC-107,1,0,rule_multi,d443decb-47b0-45b1-8f80-8656fd77bcf7,deepseek,1,2731,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x011de1ed601467ddbe556357e18683205dee0bda/report.md
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-105,1,0,SWC-101|SWC-107,0,0,rule_multi,e92b96af-cb77-43cf-bcf8-9ce8e2e22367,deepseek,1,3309,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-105,0,0,SWC-101|SWC-107,0,0,rule_multi,a8aedd2d-76bd-45f2-b0ea-2d3425424cac,deepseek,1,3185,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-106,0,0,SWC-101|SWC-107,0,0,rule_multi,a8aedd2d-76bd-45f2-b0ea-2d3425424cac,deepseek,1,3185,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_123612/deepseek/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
