address,SWC_ID,gt_label,conflict_flag,pred_swc_list,pred_label,is_other,pred_source,session_id,model,full_report_available,full_report_chars,full_report_path
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-101,0,0,,0,1,llm,9dea6714-a066-4773-82d5-79c250acb99f,deepseek_school,1,224,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x000000e45ffaab3552f1eba4b2799b6803322c12,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,c9d8f95f-da37-40e5-a001-e14829b22ec4,deepseek_school,1,3561,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/report.md
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,SWC-101,1,0,,0,1,llm,bfadbc52-3649-45ba-ad50-d440f2b9b3dc,deepseek_school,1,224,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x000ee2ed96e1d1277a67864dedd42140dcc6b835/report.md
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,SWC-101,0,0,SWC-107,0,0,rule_multi,c46dc7bd-fdc3-4918-be18-9178f12b9ee3,deepseek_school,1,3187,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x001fbf99b635bbce9181c6e5c3e2eee0efafc560/report.md
0x0040da8480b899f555ab6904f574e0c54b31386b,SWC-101,1,0,,0,1,llm,6f27f325-b2bf-4120-8b29-80c02ecb4693,deepseek_school,1,177,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/report.md
0x004def62c71992615cf22786d0b7efb22850df4a,SWC-101,0,0,SWC-101,1,0,rule_multi,0bb761e1-45fb-44a5-a4b2-8a1de2d008b4,deepseek_school,1,2866,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/report.md
0x005d36beef6cf9844d5cf844dde9507736022ca5,SWC-101,0,0,SWC-101,1,0,rule_multi,2b175d31-2976-46a3-a6e7-15b9087b533f,deepseek_school,1,3470,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-101,0,0,,0,1,llm,2901b745-849c-40f6-9411-1515ea817fe3,deepseek_school,1,224,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,SWC-101,0,0,,0,1,llm,c041fc27-4164-4304-9447-23f5a5864f57,deepseek_school,1,224,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d/report.md
0x011de1ed601467ddbe556357e18683205dee0bda,SWC-101,1,0,SWC-101,1,0,rule_multi,b1eeb851-c40d-4e19-804a-4344587feb50,deepseek_school,1,3345,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x011de1ed601467ddbe556357e18683205dee0bda/report.md
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-105,1,0,,0,1,llm,9dea6714-a066-4773-82d5-79c250acb99f,deepseek_school,1,224,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-105,0,0,,0,1,llm,2901b745-849c-40f6-9411-1515ea817fe3,deepseek_school,1,224,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-106,0,0,,0,1,llm,2901b745-849c-40f6-9411-1515ea817fe3,deepseek_school,1,224,/Users/hh/MacCodes/reaserch/demo01/test/results/20260305_234828/deepseek_school/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
