address,SWC_ID,gt_label,conflict_flag,pred_swc_list,pred_label,is_other,pred_source,session_id,model,full_report_available,full_report_chars,full_report_path
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-101,0,0,SWC-105|SWC-107,0,0,llm,97594e09-5dcb-4694-b67f-34db90f0dacd,deepseek,1,3413,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x000000e45ffaab3552f1eba4b2799b6803322c12,SWC-101,0,0,,0,1,no_signal,481363b7-c210-4f47-b018-c8ebdec6af8a,deepseek,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/report.md
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,SWC-101,1,0,SWC-101,1,0,rule_multi,7a414bd3-d3e1-45e9-a11c-7aa87a748374,deepseek,1,3382,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x000ee2ed96e1d1277a67864dedd42140dcc6b835/report.md
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,SWC-101,0,0,,0,1,llm,022b0681-f9e5-41b3-98a6-74ce0e44c290,deepseek,1,2199,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x001fbf99b635bbce9181c6e5c3e2eee0efafc560/report.md
0x0040da8480b899f555ab6904f574e0c54b31386b,SWC-101,1,0,,0,1,llm,a7510368-94a0-42d3-a1f5-69f947410df2,deepseek,1,2756,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/report.md
0x004def62c71992615cf22786d0b7efb22850df4a,SWC-101,0,0,,0,1,no_signal,bd8ca392-c2aa-4133-beae-48c254f8b00a,deepseek,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/report.md
0x005d36beef6cf9844d5cf844dde9507736022ca5,SWC-101,0,0,,0,1,no_signal,b828bf7a-1938-4389-82a0-e8c00656e5c1,deepseek,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-101,0,0,SWC-105,0,0,rule_multi,ff206651-4e32-4a03-8c2f-27e660a7bd28,deepseek,1,2914,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,SWC-101,0,0,,0,1,no_signal,80459b45-1518-4652-8e28-393e41c3790b,deepseek,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d/report.md
0x011de1ed601467ddbe556357e18683205dee0bda,SWC-101,1,0,,0,1,no_signal,6133fa1d-a966-413f-b98a-2b7330361cb8,deepseek,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x011de1ed601467ddbe556357e18683205dee0bda/report.md
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-105,1,0,SWC-105|SWC-107,1,0,llm,97594e09-5dcb-4694-b67f-34db90f0dacd,deepseek,1,3413,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-105,0,0,SWC-105,1,0,rule_multi,ff206651-4e32-4a03-8c2f-27e660a7bd28,deepseek,1,2914,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-106,0,0,SWC-105,0,0,rule_multi,ff206651-4e32-4a03-8c2f-27e660a7bd28,deepseek,1,2914,/Users/hh/MacCodes/reaserch/demo01/test/results/20260301_000042/deepseek/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
