address,session_id,audit_status,model,pred_swc_list,pred_swc_count,is_other,pred_source,pred_reason,rule_scores_json,rule_matched_json,llm_fallback_json,llm_explanation_json,full_report_available,full_report_chars,full_report_path,static_summary_chars,static_summary_path,rag_used,rag_enabled,rag_effective_task_count,rag_effective_evidence_count,rag_similarity_threshold,record_json_path,audit_attempts,empty_report_retries_used,finding_number,execution_time,gt_swc_set,error
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,5ebe87f8-0297-4a2d-865f-924a1b61142b,completed,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/record.json,1,0,0,470.95324182510376,SWC-101|SWC-105,
0x01221b21bb5cc0e29aaa4403afa29487bc62b358,47085f5f-fcc9-4912-acc3-75ff839fb2ad,completed,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x01221b21bb5cc0e29aaa4403afa29487bc62b358/report.md,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x01221b21bb5cc0e29aaa4403afa29487bc62b358/record.json,1,0,0,547.4443202018738,SWC-101,
0x004def62c71992615cf22786d0b7efb22850df4a,277e1f7a-e949-495d-85c8-4b3139c4f8b6,completed,deepseek_school,SWC-105,1,0,llm,"The SWC-105 label is reasonable as the registerMintedToken function lacks access control, allowing arbitrary address array manipulation. This directly enables uncontrolled growth of the addresses array through repeated external calls, matching the SWC-105 vulnerability pattern. Evidence: registerMintedToken has no access control (Finding 1); addresses.push(addr) in registerTokenInternal (Finding 5); User-controlled array length via external function (Finding 5)","{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}","{""confidence"": 0.7, ""labels"": [""SWC-105""], ""raw"": ""{\n  \""labels\"": [\""SWC-105\""],\n  \""confidence\"": 0.7,\n  \""reason\"": \""Locked Ether issue indicates unprotected withdrawal mechanism (SWC-105), other findings relate to access control and design patterns not matching listed SWCs\""\n}"", ""reason"": ""Locked Ether issue indicates unprotected withdrawal mechanism (SWC-105), other findings relate to access control and design patterns not matching listed SWCs"", ""source"": ""llm""}","{""evidence"": [""registerMintedToken has no access control (Finding 1)"", ""addresses.push(addr) in registerTokenInternal (Finding 5)"", ""User-controlled array length via external function (Finding 5)""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""The SWC-105 label is reasonable as the registerMintedToken function lacks access control, allowing arbitrary address array manipulation. This directly enables uncontrolled growth of the addresses array through repeated external calls, matching the SWC-105 vulnerability pattern.\"",\n  \""evidence\"": [\n    \""registerMintedToken has no access control (Finding 1)\"",\n    \""addresses.push(addr) in registerTokenInternal (Finding 5)\"",\n    \""User-controlled array length via external function (Finding 5)\""\n  ]\n}"", ""reason"": ""The SWC-105 label is reasonable as the registerMintedToken function lacks access control, allowing arbitrary address array manipulation. This directly enables uncontrolled growth of the addresses array through repeated external calls, matching the SWC-105 vulnerability pattern.""}",1,3964,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/report.md,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/record.json,1,0,7,1696.403294801712,SWC-101,
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,590a5ebd-1afe-4adc-9fd1-206c67e8eaa6,completed,deepseek_school,SWC-101|SWC-107,2,0,rule_multi,"SWC-101 addresses integer underflow in user array indexing, while SWC-107 covers reentrancy vulnerabilities in external calls. These align with findings showing underflow risks in _beforeTokenTransfer and reentrancy issues in state-changing functions. Evidence: Task 7 finding: Critical underflow vulnerability in user array indexing; Task 1 finding: Confirmed reentrancy vulnerability in contract functions; Task 6 finding: Arithmetic operation issues despite Solidity 0.8.x protections","{""SWC-101"": 8.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""kw:underflow"", ""re:\\boverflow\\b"", ""re:\\bunderflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}",{},"{""evidence"": [""Task 7 finding: Critical underflow vulnerability in user array indexing"", ""Task 1 finding: Confirmed reentrancy vulnerability in contract functions"", ""Task 6 finding: Arithmetic operation issues despite Solidity 0.8.x protections""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""SWC-101 addresses integer underflow in user array indexing, while SWC-107 covers reentrancy vulnerabilities in external calls. These align with findings showing underflow risks in _beforeTokenTransfer and reentrancy issues in state-changing functions.\"",\n  \""evidence\"": [\n    \""Task 7 finding: Critical underflow vulnerability in user array indexing\"",\n    \""Task 1 finding: Confirmed reentrancy vulnerability in contract functions\"",\n    \""Task 6 finding: Arithmetic operation issues despite Solidity 0.8.x protections\""\n  ]\n}"", ""reason"": ""SWC-101 addresses integer underflow in user array indexing, while SWC-107 covers reentrancy vulnerabilities in external calls. These align with findings showing underflow risks in _beforeTokenTransfer and reentrancy issues in state-changing functions.""}",0,0,,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d/record.json,1,0,11,1716.0887598991394,SWC-101,
0x000000e45ffaab3552f1eba4b2799b6803322c12,e8e4a413-b371-4c2a-aae9-64a938b9e94d,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/record.json,1,0,0,,SWC-101,
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,f500fd4c-b85a-489c-aa37-972bf2058db7,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x000ee2ed96e1d1277a67864dedd42140dcc6b835/record.json,1,0,0,,SWC-101,
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,f829559f-37e2-4bd5-9c9e-3b1fa3759730,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x001fbf99b635bbce9181c6e5c3e2eee0efafc560/record.json,1,0,0,,SWC-101,
0x0040da8480b899f555ab6904f574e0c54b31386b,859b2f1a-4cde-4a43-b950-37307e1a1565,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/record.json,1,0,0,,SWC-101,
0x005d36beef6cf9844d5cf844dde9507736022ca5,a4cc9078-1d72-470c-b0a9-51deec33f623,completed,deepseek_school,SWC-101,1,0,rule_multi,"SWC-101 (Integer Overflow and Underflow) is reasonable because the findings include multiple instances of arithmetic vulnerabilities. The SafeMath ceil function contains potential integer overflow and division by zero issues, while the incorrect percentage calculation and balance deductions also create arithmetic risks. Evidence: SafeMath.ceil function contains potential integer overflow vulnerability; Incorrect percentage calculation in findOnePercent causes 10x token loss; Transfer functions incorrectly deduct full amount creating accounting errors","{""SWC-101"": 5.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""kw:underflow"", ""re:\\boverflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},"{""evidence"": [""SafeMath.ceil function contains potential integer overflow vulnerability"", ""Incorrect percentage calculation in findOnePercent causes 10x token loss"", ""Transfer functions incorrectly deduct full amount creating accounting errors""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""SWC-101 (Integer Overflow and Underflow) is reasonable because the findings include multiple instances of arithmetic vulnerabilities. The SafeMath ceil function contains potential integer overflow and division by zero issues, while the incorrect percentage calculation and balance deductions also create arithmetic risks.\"",\n  \""evidence\"": [\n    \""SafeMath.ceil function contains potential integer overflow vulnerability\"",\n    \""Incorrect percentage calculation in findOnePercent causes 10x token loss\"",\n    \""Transfer functions incorrectly deduct full amount creating accounting errors\""\n  ]\n}"", ""reason"": ""SWC-101 (Integer Overflow and Underflow) is reasonable because the findings include multiple instances of arithmetic vulnerabilities. The SafeMath ceil function contains potential integer overflow and division by zero issues, while the incorrect percentage calculation and balance deductions also create arithmetic risks.""}",1,2508,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/report.md,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/record.json,1,0,5,1778.7845361232758,SWC-101,
0x009109ab7b8caff748cda2f272f36043528bef2c,23d80994-90b2-4e93-88e6-188d089c5a57,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_110824/deepseek_school/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/record.json,1,0,0,,SWC-101|SWC-105|SWC-106,
