address,SWC_ID,gt_label,conflict_flag,pred_swc_list,pred_label,is_other,pred_source,session_id,model,full_report_available,full_report_chars,full_report_path
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-101,0,0,SWC-105,0,0,rule_multi,6a8f7d1b-5242-4742-8b68-3139461c9a65,deepseek_school,1,3358,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x000000e45ffaab3552f1eba4b2799b6803322c12,SWC-101,0,0,,0,1,no_signal,4597d13f-bc6d-48d1-bf5a-1eb448e3e413,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/report.md
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,SWC-101,1,0,,0,1,no_signal,b200676a-b5b4-4631-b238-60d686a2799d,deepseek_school,0,0,
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,SWC-101,0,0,,0,1,no_signal,3fb090d7-c4e9-4210-9379-f12daecb7d02,deepseek_school,0,0,
0x0040da8480b899f555ab6904f574e0c54b31386b,SWC-101,1,0,,0,1,llm,80fb7e28-3a41-447a-aec0-4a423cea3d50,deepseek_school,1,3170,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/report.md
0x004def62c71992615cf22786d0b7efb22850df4a,SWC-101,0,0,,0,1,no_signal,419acd73-a1c0-4ee8-a97a-5108df49ddc1,deepseek_school,0,0,
0x005d36beef6cf9844d5cf844dde9507736022ca5,SWC-101,0,0,,0,1,no_signal,43e634ae-8795-4144-ad30-5bff19a1775f,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-101,0,0,,0,1,no_signal,a6296b9d-9686-48dc-97d5-dc0b1cebac83,deepseek_school,0,0,
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,SWC-101,0,0,,0,1,no_signal,da63d455-a7f8-4df3-8780-fdfd5d0ba207,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d/report.md
0x011de1ed601467ddbe556357e18683205dee0bda,SWC-101,1,0,,0,1,no_signal,c8a912f7-ae18-49af-8680-2b77441262f5,deepseek_school,0,0,
0x01221b21bb5cc0e29aaa4403afa29487bc62b358,SWC-101,0,0,,0,1,no_signal,fccdb949-3116-4fac-9fd6-2ec08a601a94,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x01221b21bb5cc0e29aaa4403afa29487bc62b358/report.md
0x015c7c7a7d65bbdb117c573007219107bd7486f9,SWC-101,0,0,,0,1,no_signal,fa584a9b-3d4b-48a4-bc97-4e351cbb809e,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x015c7c7a7d65bbdb117c573007219107bd7486f9/report.md
0x018cfc3fdda0c3ef0a2b09af9259401860bfe055,SWC-101,1,0,,0,1,no_signal,cd656f47-b38d-4fd4-bb64-1475323f562a,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x018cfc3fdda0c3ef0a2b09af9259401860bfe055/report.md
0x01bfa2248a6c1aa65e7032951d368241ff70b649,SWC-101,0,0,,0,1,no_signal,54ae0559-4b4f-4c9b-837d-dfdfde7d7500,deepseek_school,0,0,
0x0222c64f84f1e8ea57e0ee8e1038e84c268586bf,SWC-101,0,0,,0,1,no_signal,6a30822f-b85c-440f-8f23-ba0b5ef96f50,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x0222c64f84f1e8ea57e0ee8e1038e84c268586bf/report.md
0x0309b42c1dc9ed9d95c06aa32646eea1ca232d95,SWC-101,1,0,,0,1,no_signal,d6dbbca6-0b1d-4519-8ddb-0caf6eefe0d1,deepseek_school,0,0,
0x034e2f116810521749930edb4bfdf0441878b41a,SWC-101,1,0,,0,1,no_signal,3348905e-63aa-4aba-b542-7e9115896e4d,deepseek_school,0,0,
0x036acd66629c59783b51a21dfb02b013ac2129bc,SWC-101,0,0,,0,1,no_signal,325ec0c8-2714-4528-be4e-7c2eb61dd19e,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x036acd66629c59783b51a21dfb02b013ac2129bc/report.md
0x04140410249c4e9bb85f948135671af30d941034,SWC-101,0,0,,0,1,no_signal,a8e74fa4-4b60-400e-920a-0fcf9fefc29c,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x04140410249c4e9bb85f948135671af30d941034/report.md
0x045b5a77da935b1b79aa114265da30b590787587,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,cbc5fcfa-abc6-4355-a7ee-b24f46822946,deepseek_school,1,3038,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x045b5a77da935b1b79aa114265da30b590787587/report.md
0x048717ea892f23fb0126f00640e2b18072efd9d2,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,47daa921-3844-4ddf-b961-0baa1f5e7828,deepseek_school,0,0,
0x04b01b16a26d6ab977b6df6ebc63bb842906ae11,SWC-101,1,0,SWC-105,0,0,llm,b08dada7-4a93-428e-b995-3fc39b4666bf,deepseek_school,1,2125,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x04b01b16a26d6ab977b6df6ebc63bb842906ae11/report.md
0x04f2694c8fcee23e8fd0dfea1d4f5bb8c352111f,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,a8c9b8e0-073e-44f9-a235-390d94974759,deepseek_school,0,0,
0x04fc6f48ebb05006d451d88f6199aca59c4cd6a6,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,d9063605-2ed9-4712-800a-a10f726f9682,deepseek_school,0,0,
0x05ba528f40feb3347f14af3bb6d97bf4826cd94f,SWC-101,1,0,,0,1,no_signal,3fe82df6-0a84-4edf-8091-c970341d6a0d,deepseek_school,1,2,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_114406/deepseek_school/contracts/0x05ba528f40feb3347f14af3bb6d97bf4826cd94f/report.md
0x05e46ffd98f94f62cc2817d54d5f0b1fd065b76d,SWC-101,0,0,,0,1,no_signal,06aed138-71e0-4828-a702-650880de3786,deepseek_school,0,0,
0x060c9457eb5b9c479817c25c67f9c893455b872f,SWC-101,1,0,SWC-101|SWC-107,1,0,rule_multi,9f7967d7-307f-41ed-9316-07b79b94a319,deepseek_school,0,0,
