address,SWC_ID,gt_label,conflict_flag,pred_swc_list,pred_label,is_other,pred_source,session_id,model,full_report_available,full_report_chars,full_report_path
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-101,0,0,SWC-105|SWC-107,0,0,llm,c52615e6-0fb4-4fbd-aedd-d755c6752d90,deepseek_school,1,3299,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_010424/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x000000e45ffaab3552f1eba4b2799b6803322c12,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,d04b412b-703c-41db-92ee-c3f6831189ff,deepseek_school,1,4046,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_010424/deepseek_school/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/report.md
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,SWC-101,1,0,SWC-101|SWC-107,1,0,rule_multi,f6d3f093-91d9-4afe-8ac8-3d38074d10fd,deepseek_school,1,3713,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_010424/deepseek_school/contracts/0x000ee2ed96e1d1277a67864dedd42140dcc6b835/report.md
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,SWC-101,0,0,,0,1,no_signal,04289e68-c6bf-4942-bf81-f88afdec8362,deepseek_school,0,0,
0x0040da8480b899f555ab6904f574e0c54b31386b,SWC-101,1,0,SWC-101,1,0,rule_multi,78415017-e7db-4870-b25b-8bc0f0cd4525,deepseek_school,1,3724,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_010424/deepseek_school/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/report.md
0x004def62c71992615cf22786d0b7efb22850df4a,SWC-101,0,0,SWC-101,1,0,rule_multi,eda0b7f2-6f07-4b36-bf8b-be31bb0e464f,deepseek_school,1,2036,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_010424/deepseek_school/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/report.md
0x005d36beef6cf9844d5cf844dde9507736022ca5,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,89f3c2b0-bab9-4a3a-a0e7-48aeb1332450,deepseek_school,1,3982,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_010424/deepseek_school/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-101,0,0,SWC-105|SWC-107,0,0,rule_multi,d7d33b63-a545-44cc-9ca9-dc0635aa215f,deepseek_school,1,4039,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_010424/deepseek_school/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,SWC-101,0,0,SWC-101|SWC-107,1,0,rule_multi,812092cd-d2c3-4eff-8d24-dbc70bb924a0,deepseek_school,0,0,
0x011de1ed601467ddbe556357e18683205dee0bda,SWC-101,1,0,,0,1,no_signal,7ed9f0fc-6130-465a-ab11-709cddd86ea3,deepseek_school,0,0,
