address,session_id,audit_status,model,pred_swc_list,pred_source,error,score_swc_101,hit_swc_101,matched_count_swc_101,score_swc_105,hit_swc_105,matched_count_swc_105,score_swc_106,hit_swc_106,matched_count_swc_106,score_swc_107,hit_swc_107,matched_count_swc_107,score_swc_115,hit_swc_115,matched_count_swc_115,rule_scores_json,rule_matched_json
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,a716f6eb-5cc7-444b-8533-40e8ff8bb0fa,completed,deepseek,SWC-101|SWC-107,rule_multi,,8.0,1,4,0.0,0,0,0.0,0,0,8.0,1,3,0.0,0,0,"{""SWC-101"": 8.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""kw:underflow"", ""re:\\boverflow\\b"", ""re:\\bunderflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}"
0x000000e45ffaab3552f1eba4b2799b6803322c12,b388e161-dfaf-4fc5-b5d8-1040c806cd0e,completed,deepseek,SWC-101|SWC-107,rule_multi,,4.0,1,2,0.0,0,0,0.0,0,0,8.0,1,3,0.0,0,0,"{""SWC-101"": 4.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""re:\\boverflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}"
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,42f68391-0c8b-4564-ab02-db467968ecc2,completed,deepseek,SWC-107,rule_multi,,0.0,0,0,0.0,0,0,0.0,0,0,8.0,1,3,0.0,0,0,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}"
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,a9544d5b-8786-47d1-af7a-ad05dcb90d71,completed,deepseek,SWC-107,rule_multi,,0.0,0,0,0.0,0,0,0.0,0,0,9.0,1,4,0.0,0,0,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 9.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""kw:reentrant"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}"
0x0040da8480b899f555ab6904f574e0c54b31386b,4cfc7ba0-47ec-440b-bf09-25a34378d748,completed,deepseek,SWC-101|SWC-107,rule_multi,,4.0,1,2,0.0,0,0,0.0,0,0,8.0,1,3,0.0,0,0,"{""SWC-101"": 4.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""re:\\boverflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}"
0x004def62c71992615cf22786d0b7efb22850df4a,7d026771-5dee-4df7-893b-3533ab20b2d9,completed,deepseek,,llm,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}"
0x005d36beef6cf9844d5cf844dde9507736022ca5,9aa6cebb-dcd9-4aff-8d92-050da47e078a,completed,deepseek,SWC-101,rule_multi,,4.0,1,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{""SWC-101"": 4.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:underflow"", ""re:\\bunderflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}"
0x009109ab7b8caff748cda2f272f36043528bef2c,3ad3d080-5196-4f42-9cf8-7e40ac2853cf,completed,deepseek,,llm,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}"
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,a118e366-a852-4c62-acc1-39c29c56f95a,completed,deepseek,SWC-101|SWC-107,rule_multi,,4.0,1,2,0.0,0,0,0.0,0,0,8.0,1,3,0.0,0,0,"{""SWC-101"": 4.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""re:\\boverflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}"
0x011de1ed601467ddbe556357e18683205dee0bda,d246b545-4de3-4045-a9ec-29f7686b8481,completed,deepseek,SWC-101,rule_multi,,8.0,1,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{""SWC-101"": 8.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""kw:underflow"", ""re:\\boverflow\\b"", ""re:\\bunderflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}"
