address,SWC_ID,gt_label,conflict_flag,pred_swc_list,pred_label,is_other,pred_source,session_id,model,full_report_available,full_report_chars,full_report_path
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-101,0,0,,0,1,llm_failed,e6fb6187-fed8-4a24-8e11-b8aa6f37ad8b,deepseek_school,1,158,/Users/hh/MacCodes/reaserch/demo01/test/results/20260304_154142/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x000000e45ffaab3552f1eba4b2799b6803322c12,SWC-101,0,0,,0,1,llm_failed,877a7859-5fd2-47b0-a67d-fd4a22b3a248,deepseek_school,1,158,/Users/hh/MacCodes/reaserch/demo01/test/results/20260304_154142/deepseek_school/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/report.md
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,SWC-101,1,0,,0,1,llm_failed,a0300fc3-6ea6-44a7-8455-5e904f6e0997,deepseek_school,1,158,/Users/hh/MacCodes/reaserch/demo01/test/results/20260304_154142/deepseek_school/contracts/0x000ee2ed96e1d1277a67864dedd42140dcc6b835/report.md
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,SWC-101,0,0,,0,1,llm_failed,4275d397-659b-4f23-86f6-7c619a06145a,deepseek_school,1,158,/Users/hh/MacCodes/reaserch/demo01/test/results/20260304_154142/deepseek_school/contracts/0x001fbf99b635bbce9181c6e5c3e2eee0efafc560/report.md
0x0040da8480b899f555ab6904f574e0c54b31386b,SWC-101,1,0,,0,1,llm_failed,ece546b5-75b2-43d0-b9bd-7ebb9bf6fb14,deepseek_school,1,158,/Users/hh/MacCodes/reaserch/demo01/test/results/20260304_154142/deepseek_school/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/report.md
0x004def62c71992615cf22786d0b7efb22850df4a,SWC-101,0,0,,0,1,no_signal,,deepseek_school,0,0,
0x005d36beef6cf9844d5cf844dde9507736022ca5,SWC-101,0,0,,0,1,no_signal,,deepseek_school,0,0,
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-101,0,0,,0,1,no_signal,,deepseek_school,0,0,
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,SWC-101,0,0,,0,1,no_signal,,deepseek_school,0,0,
0x011de1ed601467ddbe556357e18683205dee0bda,SWC-101,1,0,,0,1,no_signal,,deepseek_school,0,0,
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,SWC-105,1,0,,0,1,llm_failed,e6fb6187-fed8-4a24-8e11-b8aa6f37ad8b,deepseek_school,1,158,/Users/hh/MacCodes/reaserch/demo01/test/results/20260304_154142/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/report.md
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-105,0,0,,0,1,no_signal,,deepseek_school,0,0,
0x009109ab7b8caff748cda2f272f36043528bef2c,SWC-106,0,0,,0,1,no_signal,,deepseek_school,0,0,
