address,session_id,audit_status,model,pred_swc_list,pred_swc_count,is_other,pred_source,pred_reason,rule_scores_json,rule_matched_json,llm_fallback_json,llm_explanation_json,full_report_available,full_report_chars,full_report_path,static_summary_chars,static_summary_path,rag_used,rag_enabled,rag_effective_task_count,rag_effective_evidence_count,rag_similarity_threshold,record_json_path,audit_attempts,empty_report_retries_used,finding_number,execution_time,gt_swc_set,error
0x0040da8480b899f555ab6904f574e0c54b31386b,c2dc09e7-16bb-416b-a6c3-610c4205b8bb,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x0040da8480b899f555ab6904f574e0c54b31386b/record.json,1,0,0,,SWC-101,
0x000000e45ffaab3552f1eba4b2799b6803322c12,5b026ce3-3e17-433e-8d8a-03b732472336,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x000000e45ffaab3552f1eba4b2799b6803322c12/record.json,1,0,0,,SWC-101,
0x001fbf99b635bbce9181c6e5c3e2eee0efafc560,8874f055-a303-4319-91e4-a798cf07d4d9,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x001fbf99b635bbce9181c6e5c3e2eee0efafc560/record.json,1,0,0,,SWC-101,
0x0000000020e0a4bc775eb0cbefc7cfbeafc88444,6921625f-c945-4115-96c5-175f8280bb9f,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x0000000020e0a4bc775eb0cbefc7cfbeafc88444/record.json,1,0,0,,SWC-101|SWC-105,
0x000ee2ed96e1d1277a67864dedd42140dcc6b835,30dee2c1-d472-492a-95dc-1889fe04756b,timeout,deepseek_school,,0,1,no_signal,No rule hit.,"{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},{},0,0,,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x000ee2ed96e1d1277a67864dedd42140dcc6b835/record.json,1,0,0,,SWC-101,
0x009109ab7b8caff748cda2f272f36043528bef2c,de870d4f-38c4-4087-9d69-394c442f9979,completed,deepseek_school,SWC-105|SWC-107,2,0,rule_multi,SWC-105 applies due to unchecked call return values in transferFrom and WETH withdrawal enabling reentrancy and unauthorized transfers. SWC-107 covers timestamp dependency in approval functions which could be manipulated by miners. Evidence: TokenUtils.pullTokensIfNeeded uses transferFrom without origin validation (SWC-105); TokenUtils.withdrawWeth enables reentrancy via ETH callback (SWC-105); DFSRegistry uses block.timestamp for timing without safeguards (SWC-107),"{""SWC-101"": 0.0, ""SWC-105"": 2.5, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [""re:arbitrary-send""], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}",{},"{""evidence"": [""TokenUtils.pullTokensIfNeeded uses transferFrom without origin validation (SWC-105)"", ""TokenUtils.withdrawWeth enables reentrancy via ETH callback (SWC-105)"", ""DFSRegistry uses block.timestamp for timing without safeguards (SWC-107)""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""SWC-105 applies due to unchecked call return values in transferFrom and WETH withdrawal enabling reentrancy and unauthorized transfers. SWC-107 covers timestamp dependency in approval functions which could be manipulated by miners.\"",\n  \""evidence\"": [\n    \""TokenUtils.pullTokensIfNeeded uses transferFrom without origin validation (SWC-105)\"",\n    \""TokenUtils.withdrawWeth enables reentrancy via ETH callback (SWC-105)\"",\n    \""DFSRegistry uses block.timestamp for timing without safeguards (SWC-107)\""\n  ]\n}"", ""reason"": ""SWC-105 applies due to unchecked call return values in transferFrom and WETH withdrawal enabling reentrancy and unauthorized transfers. SWC-107 covers timestamp dependency in approval functions which could be manipulated by miners.""}",1,3221,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/report.md,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x009109ab7b8caff748cda2f272f36043528bef2c/record.json,1,0,6,1376.6241688728333,SWC-101|SWC-105|SWC-106,
0x004def62c71992615cf22786d0b7efb22850df4a,f8119d79-9ec1-402b-bde6-4be3d0c22468,completed,deepseek_school,SWC-101,1,0,rule_multi,"SWC-101 (Integer Overflow/Underflow) is appropriate as the contract contains multiple unprotected arithmetic operations in critical functions. These vulnerabilities can lead to array corruption, incorrect token positioning, and potential contract bricking. Evidence: getTokens() function lacks overflow protection at line ~202; unregisterToken() has unprotected arithmetic at line ~161; registerTokenInternal() contains unsafe operations at line ~222","{""SWC-101"": 8.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""kw:underflow"", ""re:\\boverflow\\b"", ""re:\\bunderflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}",{},"{""evidence"": [""getTokens() function lacks overflow protection at line ~202"", ""unregisterToken() has unprotected arithmetic at line ~161"", ""registerTokenInternal() contains unsafe operations at line ~222""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""SWC-101 (Integer Overflow/Underflow) is appropriate as the contract contains multiple unprotected arithmetic operations in critical functions. These vulnerabilities can lead to array corruption, incorrect token positioning, and potential contract bricking.\"",\n  \""evidence\"": [\n    \""getTokens() function lacks overflow protection at line ~202\"",\n    \""unregisterToken() has unprotected arithmetic at line ~161\"",\n    \""registerTokenInternal() contains unsafe operations at line ~222\""\n  ]\n}"", ""reason"": ""SWC-101 (Integer Overflow/Underflow) is appropriate as the contract contains multiple unprotected arithmetic operations in critical functions. These vulnerabilities can lead to array corruption, incorrect token positioning, and potential contract bricking.""}",1,4160,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/report.md,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x004def62c71992615cf22786d0b7efb22850df4a/record.json,1,0,8,1519.9791519641876,SWC-101,
0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d,8707584f-7027-4606-a437-6d13050de015,completed,deepseek_school,,0,1,llm,"The audit process encountered a critical failure preventing standard vulnerability classification, as all AI models failed during report generation. This technical error necessitates the SWC-OTHER label since no code-specific findings could be produced. The absence of completed analysis means conventional SWC identifiers cannot be applied. Evidence: All AI models failed during report generation, with Deepseek_School API failing after 0.23s; No security findings could be generated due to complete system failure; Error occurred in Report Generator - FormatConverterNode, preventing audit completion","{""SWC-101"": 0.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 0.0, ""SWC-115"": 0.0}","{""SWC-101"": [], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [], ""SWC-115"": []}","{""confidence"": 0.0, ""labels"": [], ""raw"": ""{\n  \""labels\"": [],\n  \""confidence\"": 0.0,\n  \""reason\"": \""Findings describe a report generation error, not contract vulnerabilities\""\n}"", ""reason"": ""Findings describe a report generation error, not contract vulnerabilities"", ""source"": ""llm""}","{""evidence"": [""All AI models failed during report generation, with Deepseek_School API failing after 0.23s"", ""No security findings could be generated due to complete system failure"", ""Error occurred in Report Generator - FormatConverterNode, preventing audit completion""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""The audit process encountered a critical failure preventing standard vulnerability classification, as all AI models failed during report generation. This technical error necessitates the SWC-OTHER label since no code-specific findings could be produced. The absence of completed analysis means conventional SWC identifiers cannot be applied.\"",\n  \""evidence\"": [\""All AI models failed during report generation, with Deepseek_School API failing after 0.23s\"", \""No security findings could be generated due to complete system failure\"", \""Error occurred in Report Generator - FormatConverterNode, preventing audit completion\""]\n}"", ""reason"": ""The audit process encountered a critical failure preventing standard vulnerability classification, as all AI models failed during report generation. This technical error necessitates the SWC-OTHER label since no code-specific findings could be produced. The absence of completed analysis means conventional SWC identifiers cannot be applied.""}",1,198,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d/report.md,0,,0,0,0,0,0.0,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x00ea18ed5bfda37b08e72c40016b26cb5b17e32d/record.json,1,0,1,1551.5145871639252,SWC-101,
0x011de1ed601467ddbe556357e18683205dee0bda,e7d62715-8e48-4532-b9bf-f1e062faaeab,completed,deepseek_school,SWC-101|SWC-107,2,0,rule_multi,"SWC-101 is applicable due to integer overflow/underflow vulnerabilities in transfer functions that enable token manipulation. SWC-107 applies because the approve function's race condition allows front-running attacks on allowance changes. Evidence: Integer overflow/underflow in transfer/transferFrom enables balance manipulation (SWC-101).; Approve function vulnerable to front-running, allowing dual allowance use (SWC-107).; Both issues confirmed in code via manual audit and external evidence references.","{""SWC-101"": 10.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:checked arithmetic"", ""kw:overflow"", ""kw:underflow"", ""re:\\boverflow\\b"", ""re:\\bunderflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}",{},"{""evidence"": [""Integer overflow/underflow in transfer/transferFrom enables balance manipulation (SWC-101)."", ""Approve function vulnerable to front-running, allowing dual allowance use (SWC-107)."", ""Both issues confirmed in code via manual audit and external evidence references.""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""SWC-101 is applicable due to integer overflow/underflow vulnerabilities in transfer functions that enable token manipulation. SWC-107 applies because the approve function's race condition allows front-running attacks on allowance changes.\"",\n  \""evidence\"": [\n    \""Integer overflow/underflow in transfer/transferFrom enables balance manipulation (SWC-101).\"",\n    \""Approve function vulnerable to front-running, allowing dual allowance use (SWC-107).\"",\n    \""Both issues confirmed in code via manual audit and external evidence references.\""\n  ]\n}"", ""reason"": ""SWC-101 is applicable due to integer overflow/underflow vulnerabilities in transfer functions that enable token manipulation. SWC-107 applies because the approve function's race condition allows front-running attacks on allowance changes.""}",1,3332,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x011de1ed601467ddbe556357e18683205dee0bda/report.md,0,,1,1,1,1,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x011de1ed601467ddbe556357e18683205dee0bda/record.json,1,0,6,1601.5994081497192,SWC-101,
0x005d36beef6cf9844d5cf844dde9507736022ca5,e82b2829-8bab-44ff-90d3-170f445d6175,completed,deepseek_school,SWC-101|SWC-107,2,0,rule_multi,"The SWC-101 label applies due to the integer underflow in SafeMath.ceil, which violates arithmetic safety. SWC-107 is appropriate because the reentrancy vulnerability in transferFrom breaks the checks-effects-interactions pattern. Evidence: Integer underflow occurs in SafeMath.ceil when subtracting 1 from overflowed values (Finding 2); transferFrom updates state after external calls via event emissions, enabling reentrancy attacks (Finding 1)","{""SWC-101"": 5.0, ""SWC-105"": 0.0, ""SWC-106"": 0.0, ""SWC-107"": 8.0, ""SWC-115"": 0.0}","{""SWC-101"": [""kw:overflow"", ""kw:underflow"", ""re:\\bunderflow\\b""], ""SWC-105"": [], ""SWC-106"": [], ""SWC-107"": [""kw:reentrancy"", ""re:\\bre-?entran"", ""re:reentrancy""], ""SWC-115"": []}",{},"{""evidence"": [""Integer underflow occurs in SafeMath.ceil when subtracting 1 from overflowed values (Finding 2)"", ""transferFrom updates state after external calls via event emissions, enabling reentrancy attacks (Finding 1)""], ""ok"": true, ""raw"": ""{\n  \""reason\"": \""The SWC-101 label applies due to the integer underflow in SafeMath.ceil, which violates arithmetic safety. SWC-107 is appropriate because the reentrancy vulnerability in transferFrom breaks the checks-effects-interactions pattern.\"",\n  \""evidence\"": [\""Integer underflow occurs in SafeMath.ceil when subtracting 1 from overflowed values (Finding 2)\"", \""transferFrom updates state after external calls via event emissions, enabling reentrancy attacks (Finding 1)\""]\n}"", ""reason"": ""The SWC-101 label applies due to the integer underflow in SafeMath.ceil, which violates arithmetic safety. SWC-107 is appropriate because the reentrancy vulnerability in transferFrom breaks the checks-effects-interactions pattern.""}",1,2921,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/report.md,0,,0,1,0,0,0.72,/Users/hh/MacCodes/reaserch/demo01/test/results/20260303_210653/deepseek_school/contracts/0x005d36beef6cf9844d5cf844dde9507736022ca5/record.json,1,0,6,1666.1351280212402,SWC-101,
